height,weight,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,skin_colour,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
182.0,71.0,80.0,42.0,21.0,17.0,3.0,15.0,1.0,0.0,0.75,48.0851630073187,0.07678334760136371,0.009404294540044445,0.0,0.38792596542757135,0.07930696249642637,0.011828107502799551,0.0,0.4706418272946388
177.0,74.0,91.0,31.0,32.0,28.0,4.0,15.0,1.0,1.0,0.0,79.3796878657202,0.059558083995698625,0.006233854863754092,0.0020659499743478824,0.3304591111554131,0.059636374908737175,0.006221609118524093,0.0020746973033035246,0.3304059930948179
174.0,68.0,183.0,63.0,56.0,64.0,13.0,23.0,0.0,0.0,0.5,23.0,0.04302459892329385,0.0,0.0,0.04302459892329385,0.056274309849866,0.0,0.0,0.056274309849866
185.0,75.0,124.0,49.0,35.0,40.0,6.0,25.0,0.0,4.0,1.0,150.17809943360604,0.0646996836029675,0.0,0.011766354099370895,0.4329221444584845,0.07292356157074058,0.0,0.026047376690123466,0.8880638388959574
179.0,68.0,178.0,58.0,60.0,60.0,24.0,13.0,0.0,0.0,0.25,13.0,0.017068681930921793,0.0,0.0,0.017068681930921793,0.017140951529674358,0.0,0.0,0.017140951529674358
173.0,69.0,255.0,72.0,75.0,108.0,3.0,35.0,1.0,0.0,0.0,68.0851630073187,0.05395581222969878,0.0004864591509365654,0.0,0.07005039253483689,0.07110824123802922,0.000488518841766237,0.0,0.0872709667500117
183.0,74.0,188.0,73.0,50.0,65.0,3.0,28.0,0.0,0.0,0.75,28.0,0.03729448644877492,0.0,0.0,0.03729448644877492,0.038926706163929445,0.0,0.0,0.038926706163929445
171.0,66.0,277.0,116.0,66.0,95.0,29.0,46.0,0.0,1.0,0.25,77.2945248584015,0.06984877814227977,0.0,0.0020659499743478824,0.13450170097072356,0.08019645755738493,0.0,0.002074697303303525,0.14512312388927567
184.0,79.0,132.0,43.0,45.0,44.0,0.0,3.0,0.0,0.0,0.875,3.0,0.0039560744189640305,0.0,0.0,0.0039560744189640305,0.003972824623347175,0.0,0.0,0.003972824623347175
180.0,77.0,248.0,91.0,65.0,92.0,5.0,41.0,1.0,0.0,0.75,74.0851630073187,0.06143412815734408,0.002091774349027231,0.0,0.130640823469438,0.06377808814263722,0.0021006310195948188,0.0,0.1332778078441619
174.0,73.0,146.0,59.0,51.0,36.0,20.0,1.0,0.0,0.0,1.0,1.0,0.003098924961521824,0.0,0.0,0.003098924961521824,0.003112045954955287,0.0,0.0,0.003112045954955287
202.0,94.0,25.0,4.0,10.0,11.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0271259873895284,0.0,0.0,0.0271259873895284,0.04891289129401355,0.0,0.0,0.04891289129401355
180.0,78.0,162.0,59.0,45.0,58.0,3.0,19.0,3.0,2.0,0.75,180.84453873875913,0.033085893703470724,0.002342787270910499,0.002231225972295713,0.18042254910773514,0.033225980927076904,0.002352706741946197,0.0022406730875678066,0.1811864666312265
178.0,69.0,51.0,10.0,17.0,24.0,4.0,5.0,0.0,0.0,0.75,5.0,0.043916609034024515,0.0,0.0,0.043916609034024515,0.04702487014554504,0.0,0.0,0.04702487014554504
170.0,63.0,182.0,68.0,50.0,64.0,9.0,23.0,3.0,1.0,0.125,153.5500138803576,0.042104676359581185,0.01140967826742126,0.0010866360254686914,0.4536014998093398,0.042282949531371974,0.011457987379608103,0.0010912368932960098,0.4555220698051634
181.0,73.0,338.0,109.0,104.0,125.0,10.0,40.0,1.0,1.0,0.25,104.3796878657202,0.04068503752601591,0.0002887695391236902,0.000498783749395465,0.0658482252438946,0.0503251982427942,0.00028999220287762815,0.0005008956231522668,0.07559492807605511
185.0,75.0,247.0,135.0,52.0,60.0,20.0,36.0,2.0,3.0,0.0,196.05390058984193,0.058516849418475535,0.0017451371993948933,0.005145861944753775,0.2772923026785905,0.07015976642757496,0.0019040895421021582,0.002987201531629966,0.22663993189720463
182.0,74.0,45.0,14.0,15.0,16.0,0.0,1.0,0.0,2.0,0.25,63.58904971680302,0.011540823994633,0.0,0.006732147330202582,0.22222017597007906,0.011589688383971414,0.0,0.0067606515573166584,0.22316106660340845
164.0,62.0,603.0,294.0,151.0,158.0,133.0,45.0,0.0,3.0,0.25,138.88357457520453,0.023310273477375076,0.0,0.003087159762913511,0.11992147141972885,0.03569796891307708,0.0,0.0040716854065149305,0.16311942908284918
191.0,81.0,254.0,89.0,92.0,73.0,56.0,49.0,0.0,0.0,0.25,49.0,0.06885149267560865,0.0,0.0,0.06885149267560865,0.07423318842953427,0.0,0.0,0.07423318842953427
182.0,78.0,169.0,75.0,52.0,42.0,47.0,26.0,1.0,0.0,0.25,59.0851630073187,0.050771631568860005,0.0009757547983800495,0.0,0.08305463812843732,0.06680834917172856,0.0009798861898984578,0.0,0.09922804349313948
177.0,70.0,229.0,88.0,65.0,76.0,2.0,54.0,3.0,1.0,0.75,184.5500138803576,0.06647355387753977,0.0035673671068681455,0.0007783346414985047,0.20885808890174926,0.06720195778022509,0.0035824715062857376,0.0007816301468259791,0.21018935559468477
183.0,73.0,230.0,81.0,49.0,100.0,97.0,25.0,0.0,1.0,1.0,56.29452485840151,0.03668838027819657,0.0,0.0018593549769130944,0.09487601082379597,0.030409303259418857,0.0,0.0018672275729731723,0.08884330295812051
180.0,78.0,254.0,94.0,80.0,80.0,23.0,32.0,2.0,0.0,0.0,98.1703260146374,0.040575278533272655,0.001521290435656168,0.0,0.09090742057843185,0.04171025586834288,0.0015277316506144137,0.0,0.09225550656036081
174.0,62.0,232.0,68.0,72.0,92.0,25.0,26.0,0.0,0.0,0.5,26.0,0.03151607355029545,0.0,0.0,0.03151607355029545,0.03664630110736783,0.0,0.0,0.03664630110736783
180.0,67.0,281.0,88.0,79.0,114.0,27.0,34.0,0.0,2.0,0.125,96.58904971680302,0.0342133161679331,0.0,0.0027364092113060633,0.11984794225390955,0.03435817695105965,0.0,0.002747995296073725,0.12035538405480925
184.0,77.0,448.0,157.0,122.0,169.0,99.0,44.0,2.0,2.0,0.75,172.7593757314404,0.03023880205743064,0.00044897743319791974,0.0010319691692701693,0.0773882784422206,0.031065198407937467,0.00045087842467913007,0.0010363385750678756,0.07841430788411159
178.0,65.0,120.0,47.0,38.0,35.0,0.0,21.0,1.0,2.0,0.125,116.67421272412172,0.0625440530359142,0.008367097396108924,0.0027890324653696416,0.42665228010268896,0.06280886748588509,0.008402524078379275,0.002800841359459758,0.4284587458400361
175.0,65.0,149.0,59.0,30.0,60.0,19.0,20.0,2.0,0.0,0.625,86.1703260146374,0.04327316612710142,0.002642097101336943,0.0,0.1306873794059984,0.059370887773759685,0.004202123653889599,0.0,0.19839883383960674
180.0,75.0,159.0,52.0,47.0,60.0,57.0,15.0,0.0,0.0,0.625,15.0,0.023236553672991173,0.0,0.0,0.023236553672991173,0.020365022612011275,0.0,0.0,0.020365022612011275
169.0,67.0,45.0,26.0,6.0,13.0,11.0,4.0,0.0,0.0,0.25,4.0,0.0336628162642721,0.0,0.0,0.0336628162642721,0.033596689240030106,0.0,0.0,0.033596689240030106
166.0,67.0,390.0,147.0,95.0,148.0,12.0,66.0,2.0,2.0,1.0,194.7593757314404,0.047512717439998305,0.0011701403489036005,0.001970263514085021,0.14788546214404993,0.06191022633143905,0.0015182657723458086,0.0026602797498315378,0.19539448765933798
179.0,68.0,341.0,157.0,83.0,101.0,88.0,32.0,0.0,2.0,0.75,94.58904971680302,0.03288753893749267,0.0,0.0026367882845288832,0.11540457545402365,0.03296016906899754,0.0,0.0028535515488477352,0.12226070894914313
187.0,83.0,371.0,177.0,87.0,107.0,12.0,61.0,1.0,1.0,1.0,125.3796878657202,0.06117574629536347,0.00021837545703658022,0.0002250188252959365,0.07544259111004845,0.0740149115008421,0.0002382657501881845,0.00022457679973282156,0.0889259969267383
183.0,76.0,518.0,295.0,129.0,94.0,20.0,44.0,2.0,1.0,1.0,141.4648508730389,0.02770441528288145,0.0012550535404054052,9.837087736426499e-05,0.07230653611712551,0.03141215017877274,0.002239813922987413,0.00010733079261714061,0.1088756250845023
177.0,67.0,142.0,53.0,45.0,44.0,1.0,38.0,3.0,1.0,1.0,168.5500138803576,0.09154834858695558,0.010767009223878202,0.0007783346414985047,0.47213421664679966,0.11151780308638012,0.0057929423320025155,0.0007816301468259791,0.327638988492602
182.0,75.0,385.0,155.0,105.0,125.0,103.0,43.0,1.0,2.0,0.5,138.67421272412173,0.03233472210923478,0.001373012658788293,0.0015848492777676161,0.12735817485627587,0.04083150223217702,0.004181818181818172,0.002126967814860816,0.24575008559978206
184.0,77.0,454.0,273.0,99.0,82.0,148.0,22.0,0.0,0.0,0.75,22.0,0.02229613950518887,0.0,0.0,0.02229613950518887,0.02505222846818601,0.0,0.0,0.02505222846818601
176.0,72.0,224.0,97.0,78.0,49.0,9.0,51.0,5.0,1.0,0.75,247.720339894995,0.06823482292127621,0.010003419150205304,0.0009617353328860833,0.42929662641855876,0.08054528673815774,0.010371896614188596,0.0009658073653309512,0.453925659516421
191.0,90.0,448.0,255.0,83.0,110.0,79.0,82.0,0.0,1.0,1.0,113.2945248584015,0.06683565750477805,0.0,0.0007339559119393793,0.08980445903593566,0.0842892938410205,0.0,0.0007370635156473048,0.1073553463536659
180.0,74.0,234.0,70.0,67.0,97.0,3.0,60.0,2.0,1.0,0.5,157.4648508730389,0.08026501451876494,0.0011585211779227744,0.0005721092236655675,0.13649876285949367,0.08580419238131147,0.0011634264108525152,0.0005745315609148222,0.14227603704637182
182.0,74.0,345.0,208.0,64.0,73.0,11.0,67.0,2.0,0.0,1.0,133.1703260146374,0.050959495320523844,0.004854701335050193,0.0,0.2115780803425072,0.06407090866528566,0.007659569625792602,0.0,0.31748901830054105
175.0,64.0,176.0,91.0,43.0,42.0,1.0,31.0,0.0,1.0,1.0,62.29452485840151,0.06255598400548128,0.0,0.00036234694150220534,0.0738954593736878,0.08414796048305588,0.0,0.0007370470763050893,0.10721349853429765
184.0,78.0,292.0,105.0,75.0,112.0,0.0,20.0,0.0,3.0,1.0,113.88357457520453,0.02134728628451881,0.0,0.005532596494252573,0.19448726480541106,0.027601627836895244,0.0,0.008799318762418393,0.3029721275843964
181.0,77.0,354.0,133.0,99.0,122.0,9.0,40.0,0.0,2.0,0.5,102.58904971680302,0.02114994708920636,0.0,0.002641894549285131,0.10382678173508533,0.02282297756474042,0.0,0.002981092830561446,0.11611486125594807
190.0,75.0,450.0,234.0,116.0,100.0,170.0,43.0,1.0,5.0,1.0,232.55778729932624,0.035954095866509286,0.00010367809702530118,0.0013374141246401162,0.0812380421764074,0.027566000269211872,0.00011312140980054714,0.0013758783042335054,0.07436609834605142
172.0,65.0,436.0,191.0,127.0,118.0,31.0,68.0,2.0,2.0,0.875,196.7593757314404,0.04693513416199846,0.0003845019782427678,0.0013711482271687302,0.10256587706848189,0.04969873335482471,0.00038612997762781884,0.0014690727561414703,0.10844784049252305
188.0,86.0,351.0,205.0,78.0,68.0,6.0,64.0,1.0,3.0,0.75,190.96873758252323,0.055876355812158815,0.0005303403956602663,0.0007218522052042513,0.09601277603180099,0.06396187556970699,0.0005786453933141624,0.0007876006742331653,0.10775404160922365
183.0,76.0,413.0,227.0,97.0,89.0,29.0,74.0,3.0,0.0,1.0,173.2554890219561,0.06809287816142537,0.0017101336437533004,0.0,0.12467292852930317,0.07464937748843173,0.0022986428621311655,0.0,0.150700351277651
177.0,85.0,495.0,294.0,100.0,101.0,59.0,89.0,5.0,2.0,1.0,317.0148647533965,0.056806736115420975,0.0023507985027478393,0.0004141238274754548,0.147543096189581,0.06945635277709344,0.002360751893714364,0.0004518434707051946,0.1617024407265596
191.0,81.0,319.0,179.0,63.0,77.0,9.0,82.0,6.0,1.0,1.0,311.8055029023137,0.0823023461592179,0.0066405126793680205,0.0011383805981100578,0.33762987053415283,0.08884169205311472,0.007855243477516656,0.001143200554881534,0.3845096211518089
176.0,67.0,371.0,161.0,97.0,113.0,124.0,20.0,0.0,1.0,1.0,51.29452485840151,0.025894889580887502,0.0,0.001995419229659549,0.08834058626640066,0.04175562918714377,0.0,0.0028016540941207743,0.12943206288024872
185.0,74.0,428.0,185.0,103.0,140.0,18.0,76.0,3.0,3.0,1.0,269.13906359716066,0.06495502071879593,0.0034631747370161225,0.0005544121330755069,0.1968847856961333,0.07122219939736735,0.005932622944363884,0.000556759540014313,0.2849275218377355
189.0,82.0,302.0,132.0,85.0,85.0,18.0,77.0,2.0,6.0,0.875,330.93747516504646,0.09092883370828954,0.0042592679749011726,0.003622255564645542,0.34520417576103013,0.12265685318842773,0.0051659804828478924,0.004307565669520376,0.42837738048007956
172.0,72.0,303.0,101.0,89.0,113.0,41.0,38.0,0.0,5.0,0.75,194.47262429200754,0.047323656926839826,0.0,0.009562824343082556,0.34658770104796394,0.0567426016940619,0.0,0.0097071614305208,0.3605236063860114
177.0,71.0,24.0,11.0,5.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.009484476069972292,0.0,0.0,0.009484476069972292,-0.004629629629629625,0.0,0.0,-0.004629629629629625
176.0,66.0,421.0,203.0,109.0,109.0,45.0,64.0,3.0,1.0,0.5,194.5500138803576,0.047854271377827884,0.0008582287126326515,0.0002735813949980449,0.08481050799940291,0.0544699712416274,0.0009363987639609373,0.0003454874501177163,0.09626274258310136
185.0,77.0,397.0,169.0,94.0,134.0,117.0,32.0,0.0,0.0,0.125,32.0,0.02864483149965232,0.0,0.0,0.02864483149965232,0.03878244203940907,0.0,0.0,0.03878244203940907
194.0,85.0,718.0,277.0,183.0,258.0,0.0,12.0,0.0,1.0,0.25,43.29452485840151,0.00740980781390663,0.0,0.0001405721530665766,0.011808946552447632,0.006930682264667551,0.0,0.00015337588738447677,0.011730507785100451
183.0,74.0,168.0,62.0,46.0,60.0,31.0,3.0,0.0,0.0,0.25,3.0,0.0031584644983956318,0.0,0.0,0.0031584644983956318,0.0030714720899863985,0.0,0.0,0.0030714720899863985
194.0,95.0,330.0,176.0,73.0,81.0,26.0,54.0,5.0,3.0,0.5,313.309389611798,0.0438538410727422,0.008679711789527788,0.0006990684897895475,0.3529005367172592,0.0656119551897313,0.01223684708755342,0.001096218152668283,0.5047756620059778
172.0,69.0,491.0,206.0,112.0,173.0,9.0,73.0,5.0,1.0,0.125,269.720339894995,0.04341241643863104,0.0023601303709645544,0.000133582604223302,0.12567811860903297,0.051690811251020354,-0.0006018152398172441,0.00013332019539694486,0.035951848110354886
195.0,88.0,515.0,251.0,129.0,135.0,1.0,18.0,0.0,1.0,0.25,49.29452485840151,0.012703192520064488,0.0,0.00015512330661287939,0.017557702694978684,0.013734529537803396,0.0,0.00016925240374241404,0.019031203094064576
185.0,70.0,398.0,174.0,105.0,119.0,95.0,63.0,2.0,2.0,0.25,191.7593757314404,0.0502317270367094,0.0006972581163424104,0.00040047645656589726,0.08583334589928007,0.03282064028444194,0.0007002103398649396,0.0004021720926403756,0.06857299806877307
174.0,72.0,334.0,139.0,93.0,102.0,56.0,27.0,0.0,0.0,0.875,27.0,0.03772577174394938,0.0,0.0,0.03772577174394938,0.05386402452919616,0.0,0.0,0.05386402452919616
176.0,62.0,258.0,135.0,56.0,67.0,6.0,35.0,0.0,1.0,0.0,66.2945248584015,0.044026583047057574,0.0,0.0006149695319430919,0.06327176235161021,0.04554688802914775,0.0,0.0003699810555446685,0.057125269369028
176.0,75.0,317.0,140.0,73.0,104.0,58.0,20.0,2.0,0.0,0.0,86.1703260146374,0.013540980832608587,0.0010102671742771316,0.0,0.04696583497451074,0.015237090502075607,0.0012757981220950017,0.0,0.05744707933601983
183.0,70.0,180.0,65.0,52.0,63.0,51.0,20.0,0.0,0.0,0.375,20.0,0.03366352480279524,0.0,0.0,0.03366352480279524,0.046280280495912755,0.0,0.0,0.046280280495912755
184.0,84.0,619.0,333.0,136.0,150.0,264.0,54.0,3.0,2.0,0.25,215.84453873875913,0.02300067758185356,0.0018136682149136388,0.0021450110755687683,0.1501332885393974,0.03379407806744013,0.0031910195929260596,0.002922358389099715,0.2308232987117858
181.0,81.0,364.0,150.0,74.0,140.0,22.0,23.0,0.0,2.0,0.375,85.58904971680302,0.02175240844769748,0.0,0.001658961831544362,0.07366883072410182,0.022564601410086337,0.0,0.0011724468513381052,0.059255768544441256
177.0,69.0,192.0,84.0,39.0,69.0,10.0,31.0,0.0,0.0,0.25,31.0,0.055131162976480554,0.0,0.0,0.055131162976480554,0.049867486950026726,0.0,0.0,0.049867486950026726
183.0,76.0,161.0,68.0,27.0,66.0,44.0,8.0,0.0,0.0,0.375,8.0,0.013340269972162295,0.0,0.0,0.013340269972162295,0.015844926319048623,0.0,0.0,0.015844926319048623
172.0,63.0,194.0,68.0,47.0,79.0,26.0,8.0,0.0,0.0,0.5,8.0,0.011983508547407224,0.0,0.0,0.011983508547407224,0.010893428819406196,0.0,0.0,0.010893428819406196
183.0,75.0,155.0,69.0,36.0,50.0,26.0,19.0,0.0,0.0,0.375,19.0,0.041551114312852744,0.0,0.0,0.041551114312852744,0.06096751326281287,0.0,0.0,0.06096751326281287
178.0,84.0,442.0,231.0,94.0,117.0,132.0,55.0,0.0,0.0,0.75,55.0,0.05060535017977642,0.0,0.0,0.05060535017977642,0.06938399273717669,0.0,0.0,0.06938399273717669
