index,weight,yellowCards,skin_colour,defeats,yellowReds,ties,goals,games,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
758,78.0,27,0.25,48,0,33,0,130,1,49,186.0,58.3058527375708,0.07414685228933766,0.0,0.0012329786472905736,0.11274630024998557,0.11792687017779263,0.0,0.001960991038481813,0.17931736684820035
759,84.0,86,0.5,104,5,122,2,375,5,149,190.0,408.0149589639684,0.07529550994220019,0.0057557669635278546,0.006803495358651488,0.4787841533022296,0.10019729704422217,0.008902008440641263,0.00775615999443067,0.6376415108695784
761,77.0,27,0.0,61,0,44,9,255,3,150,188.0,120.9175582127124,0.04062389019893579,0.0,0.005052777709430664,0.19880540508605254,0.0685662794703522,0.0,0.006731732165871883,0.27930889532390585
762,81.0,24,0.875,53,2,42,24,162,1,67,182.0,121.50013084801658,0.060212276433105304,0.006785704561522541,0.005578064930739283,0.45942576317580913,0.060976117338224736,0.01156035314818407,0.005601682718919517,0.6189561872922461
764,67.0,26,0.125,83,0,52,22,252,1,117,182.0,57.3058527375708,0.03191540516487053,0.0,0.0005918291371860943,0.05044312097942198,0.046935349523635476,0.0,0.0006457347142781232,0.06715062539636377
766,80.0,39,0.375,49,1,17,1,117,1,51,184.0,103.4029917927937,0.10914881607898713,0.002021276470968153,0.0015159573532261149,0.22350562216420466,0.15980916771840276,0.0032147394073472344,0.002411054555510426,0.3416879637667377
767,87.0,2,0.375,30,0,21,0,76,0,25,189.0,2.0,0.00804116509102548,0.0,0.0,0.00804116509102548,0.01278907199009878,0.0,0.0,0.01278907199009878
768,87.0,16,0.25,77,0,38,81,186,2,71,188.0,78.6117054751416,0.04319845622203374,0.0,0.005032565907308463,0.20074722340835188,0.0660272024115907,0.0,0.008004045055027808,0.3166006582091731
769,69.0,18,0.5,51,1,43,10,168,2,74,178.0,113.70884453036449,0.035441870091007806,0.0026562213955901347,0.003380645412569263,0.22918918642615024,0.035591932628987244,0.002667467961390246,0.003394959223587586,0.23015958417616283
770,74.0,20,0.25,36,0,32,9,139,0,71,191.0,20.0,0.04108521154846211,0.0,0.0,0.04108521154846211,0.0519336857388027,0.0,0.0,0.0519336857388027
771,77.0,28,0.0,54,2,34,2,133,1,45,182.0,125.50013084801658,0.06328028159583468,0.00228329379127884,0.007151374482988055,0.36273065014536315,0.09109491107798827,0.0036314648860774315,0.009811394507964425,0.5184400810031973
772,73.0,24,0.0,59,1,51,49,231,0,121,179.0,57.09713905522289,0.03202697965527793,0.0008662613447006371,0.0,0.060697751838999295,0.04858586433229993,0.0013777454602916718,0.0,0.09418529741427546
773,72.0,7,0.25,23,0,8,2,58,0,27,179.0,7.0,0.043353952512911687,0.0,0.0,0.043353952512911687,0.05238017158979865,0.0,0.0,0.05238017158979865
774,68.0,15,0.25,59,0,26,14,130,0,45,177.0,15.0,0.051480986946116115,0.0,0.0,0.051480986946116115,0.07396585847044422,0.0,0.0,0.07396585847044422
775,82.0,17,0.0,73,1,67,4,253,0,113,184.0,50.09713905522289,0.028793675675007638,0.003964209077865203,0.0,0.15999765476908917,0.03944727703608482,0.0062305295950155805,0.0,0.24565998142999707
777,82.0,52,0.125,96,1,63,14,252,4,93,185.0,210.3205500055061,0.08499413574063516,0.000634465856238717,0.0033916095858936334,0.2121703706496786,0.14752159820246732,0.0010090862976750324,0.0053941858754663575,0.3497890563717721
778,63.0,23,0.125,64,3,50,9,182,1,68,170.0,153.59726990323946,0.042104676359581185,0.01140967826742126,0.0010866360254686914,0.4537504519444393,0.042282949531371974,0.011457987379608103,0.0010912368932960098,0.4556716526105795
779,80.0,9,0.375,41,0,24,27,95,1,30,191.0,40.3058527375708,0.032636110187608515,0.0,0.003302621376671179,0.13602748865362976,0.04626764589356632,0.0,0.005252654567361999,0.21070647626072966
780,81.0,17,1.0,79,1,60,86,263,0,124,184.0,50.09713905522289,0.02387892326844386,0.0002370717334001235,0.0,0.031725319394850474,0.037447689508866254,0.000371755187701262,0.0,0.049751722650715396
781,74.0,4,0.625,38,0,28,11,106,0,40,180.0,4.0,0.00831848731711566,0.0,0.0,0.00831848731711566,0.009076160150686954,0.0,0.0,0.009076160150686954
782,66.0,74,0.25,93,1,69,5,325,3,163,170.0,201.01469726793528,0.08245595935163634,0.00028771637832711197,0.0016994568526503473,0.14518149429652125,0.1303772055876847,0.0002871511900857274,0.0027048070847772816,0.22455738073540063
783,77.0,26,0.375,77,2,59,36,202,0,66,179.0,92.19427811044578,0.0505259784715031,0.0013210485506684716,0.0,0.09424890605167816,0.09336208201827055,0.0021010618269447995,0.0,0.16290121746828323
784,76.0,46,0.375,210,0,145,118,536,3,181,180.0,139.91755821271238,0.03189448249524384,0.0,0.0053693636182046214,0.19998698922122807,0.0610122562414904,0.0,0.008595087315790539,0.33008879401619184
785,67.0,6,0.25,21,0,15,3,84,0,48,172.0,6.0,0.029772190640151356,0.0,0.0,0.029772190640151356,0.045396878380353785,0.0,0.0,0.045396878380353785
786,68.0,9,0.25,40,0,17,3,82,2,25,176.0,71.6117054751416,0.025457706445173672,0.0,0.005504368961118632,0.1977766705552091,0.04048921229008207,0.0,0.008754424278936666,0.3145539295686877
787,71.0,16,0.25,39,1,32,9,132,0,61,181.0,49.09713905522289,0.04436042741882389,0.00804116509102548,0.0,0.3104999866024982,0.07055304714537827,0.01278907199009878,0.0,0.4938347411889337
788,80.0,69,0.25,120,2,74,20,284,1,90,185.0,166.5001308480166,0.09481241809989834,0.003410366471229246,0.0015740152944134981,0.2569616824410356,0.1464476278640906,0.005424017766013525,0.0025033928150831656,0.4043379449171261
789,87.0,5,0.0,21,0,18,3,66,0,27,192.0,5.0,0.026118357877319604,0.0,0.0,0.026118357877319604,0.028566269196429083,0.0,0.0,0.028566269196429083
790,78.0,121,0.375,153,7,127,10,487,8,207,183.0,603.1267952871266,0.06250994803060698,0.0017240730820376924,0.004214556011561573,0.25151210442036565,0.09352492285501568,0.0026528425666607234,0.005561569179959848,0.3554360879130355
791,72.0,61,0.0,113,1,89,19,366,1,164,180.0,125.4029917927937,0.06250994803060698,0.0017240730820376924,0.004214556011561573,0.25151210442036565,0.09352492285501568,0.0026528425666607234,0.005561569179959848,0.3554360879130355
792,72.0,5,0.625,43,0,18,4,92,0,31,179.0,5.0,0.06250994803060698,0.0017240730820376924,0.004214556011561573,0.25151210442036565,0.09352492285501568,0.0026528425666607234,0.005561569179959848,0.3554360879130355
794,70.0,62,0.25,105,4,55,19,245,1,85,179.0,225.69440895846236,0.10497302583570627,0.009708962295090025,0.00059564185859448,0.44495897730770856,0.17095582884429125,0.015441620254711862,0.0009473386659332429,0.7116865264207489
796,63.0,9,0.375,34,1,22,16,90,0,34,170.0,42.09713905522289,0.03148428421087243,0.008406672595163001,0.0,0.3097210960847137,0.06308764247537689,0.01337039344419418,0.0,0.5056094135209122
797,82.0,49,0.25,80,4,67,5,252,1,105,183.0,212.69440895846236,0.08060729843453499,0.007058396196847124,0.0015807418555007352,0.3637064906128611,0.1045390215228747,0.007631843149294095,0.0025140910749766833,0.4358369604447727
798,74.0,19,0.0,48,0,31,39,174,0,95,185.0,19.0,0.03784517015476726,0.0,0.0,0.03784517015476726,0.04788963423082452,0.0,0.0,0.04788963423082452
799,69.0,22,0.125,46,0,30,5,141,1,65,177.0,53.3058527375708,0.0539932268038056,0.0,0.0018098288314124784,0.11065146168021452,0.053887162849152244,0.0,0.0018062736150553818,0.11043409864583564
800,73.0,8,0.25,43,0,28,6,133,0,62,183.0,8.0,0.01960284481252793,0.0,0.0,0.01960284481252793,0.019564337107648055,0.0,0.0,0.019564337107648055
801,83.0,14,0.0,49,2,49,50,193,0,95,188.0,80.19427811044578,0.018429583911321757,0.004918268610039755,0.0,0.18121020400874532,0.0230032735432746,0.004908607194160242,0.0,0.18546412841586357
802,78.0,41,0.125,81,0,52,20,238,0,105,190.0,41.0,0.0561368151815725,0.0,0.0,0.0561368151815725,0.0636895227863829,0.0,0.0,0.0636895227863829
803,73.0,12,0.25,81,0,52,39,205,0,72,186.0,12.0,0.02329015398024427,0.0,0.0,0.02329015398024427,0.026303753748782275,0.0,0.0,0.026303753748782275
804,65.0,9,0.25,50,0,43,14,129,0,36,168.0,9.0,0.02604757106050576,0.0,0.0,0.02604757106050576,0.026157857696383107,0.0,0.0,0.026157857696383107
805,73.0,40,0.25,125,1,104,10,338,1,109,181.0,104.4029917927937,0.04068503752601591,0.0002887695391236902,0.000498783749395465,0.06585733372377316,0.0503251982427942,0.00028999220287762815,0.0005008956231522668,0.07560407512166412
808,76.0,37,0.625,66,2,49,10,222,1,107,185.0,134.50013084801657,0.05292856734131307,0.0007707448810400147,0.00037369448777697673,0.09013684244838367,0.07850002146488637,0.0017318080711789,0.0008396645193594666,0.1621043278056824
809,78.0,19,0.75,50,0,30,42,158,1,78,181.0,50.3058527375708,0.04350375151536924,0.0,0.0007934779801743631,0.06834425631321298,0.07801390357132736,0.0,0.0016137129742523125,0.12853256430397764
810,80.0,28,0.0,216,0,137,0,524,4,171,193.0,153.2234109502832,0.020973559815839822,0.0,0.0019013573929931964,0.08049717436237636,0.034853052945344326,0.0,0.002074538740594313,0.09979825725677548
811,76.0,31,0.5,75,0,99,57,303,1,129,180.0,62.3058527375708,0.0297688972953615,0.0,0.0004427035659316891,0.04362810993681643,0.03362248099636111,0.0,0.000444577993565041,0.047540374193272984
813,76.0,27,0.75,47,2,23,13,109,1,39,192.0,124.50013084801658,0.08721562015106983,0.008641837935801167,0.0015042075637433125,0.4203262324822696,0.12196084800117427,0.023625920961567057,0.002560349812084417,0.9840651735476464
814,70.0,40,0.25,96,1,54,11,217,0,67,181.0,73.0971390552229,0.055920879668556134,0.0009021129268041967,0.0,0.08577823665050874,0.05318003042397989,0.0009059325151891402,0.0,0.0831638048538427
815,65.0,12,0.25,34,1,28,16,111,0,49,175.0,45.09713905522289,0.026027649400038832,0.0027890324653696416,0.0,0.11833664473590899,0.02613785168667267,0.002800841359459758,0.0,0.11883768763233182
816,76.0,15,0.5,46,0,30,24,124,0,48,183.0,15.0,0.04032615619502336,0.0,0.0,0.04032615619502336,0.04392468076410067,0.0,0.0,0.04392468076410067
817,79.0,10,0.125,70,0,81,185,431,0,280,187.0,10.0,0.0072963082114126795,0.0,0.0,0.0072963082114126795,0.011658176476977705,0.0,0.0,0.011658176476977705
818,85.0,21,0.75,45,2,34,9,117,2,38,184.0,149.80598358558737,0.0654455875080732,0.00791751277636838,0.005610469377378683,0.503133136955909,0.10902257046590733,0.017709229750904748,0.005599448206671683,0.8704429110622108
820,75.0,38,0.25,96,2,65,28,278,0,117,181.0,104.19427811044578,0.04236369734507567,0.0007704517806963686,0.0,0.06786344706612746,0.040525959888451445,0.0007689383100711115,0.0,0.06597561806176312
824,77.0,18,0.25,66,0,44,34,172,0,62,183.0,18.0,0.04001853380885264,0.0,0.0,0.04001853380885264,0.05298204595613496,0.0,0.0,0.05298204595613496
825,78.0,16,1.0,158,0,82,91,367,2,127,188.0,78.6117054751416,0.02450909066771343,0.0,0.0009795093315621366,0.05517346555667409,0.027543265243331824,0.0,0.0010687259862809829,0.06100064358665938
826,70.0,2,0.0,6,0,2,0,8,0,0,178.0,2.0,0.08888915829304135,0.002867392203001334,0.0,0.18379163676163837,0.1413737725417121,0.0045604442755391,0.0,0.2923114308828249
827,76.0,13,0.0,62,2,40,33,188,0,86,181.0,79.19427811044578,0.022658950641487242,0.004364228874621512,0.0,0.16710244057365434,0.032542894690321934,0.004947124702861741,0.0,0.19627856890446516
828,64.0,7,0.0,82,0,84,102,284,0,118,170.0,7.0,0.006874901042591111,0.0,0.0,0.006874901042591111,0.00913484889884667,0.0,0.0,0.00913484889884667
829,72.0,33,0.0,72,0,66,54,315,1,177,186.0,64.3058527375708,0.04214678086605091,0.0,0.0012196672559518875,0.08032950436971778,0.04687561529853772,0.0,0.001217271349276453,0.08498333290065045
830,75.0,36,0.125,92,0,89,79,335,2,154,182.0,98.6117054751416,0.0391738988920049,0.0,0.0011242611488311732,0.07436985285588577,0.049577174661852894,0.0,0.0011290213231930808,0.0849221499433128
834,90.0,30,0.25,42,1,23,13,132,1,67,185.0,94.40299179279369,0.07506421098010099,0.003869289225778402,0.001934644612889201,0.2636923138812085,0.07491675531684876,0.003861688418394265,0.0019308442091971324,0.2631743183607042
835,70.0,19,0.125,31,1,35,12,110,0,44,175.0,52.09713905522289,0.06152232541458112,0.0024044868760194358,0.0,0.1411039619066549,0.06803163694263233,0.0023997635171450074,0.0,0.14745694376923135
836,77.0,14,0.75,48,0,34,3,134,0,52,180.0,14.0,0.03654233028012506,0.0,0.0,0.03654233028012506,0.03797018435865008,0.0,0.0,0.03797018435865008
837,83.0,5,0.0,58,0,40,0,174,2,76,189.0,67.6117054751416,0.010285860525194254,0.0,0.006011217190048589,0.19847214065040952,0.010265655045564754,0.0,0.005999408792862519,0.1980822632274061
838,80.0,24,0.0,50,1,39,7,156,2,67,194.0,119.70884453036449,0.049570040582078936,0.004105221495642939,0.003421017913035782,0.2925390102739534,0.05037913657355722,0.004097157224393915,0.0034142976869949294,0.29287081955172545
839,74.0,25,0.25,67,0,40,58,180,1,73,179.0,56.3058527375708,0.0370659921337705,0.0,0.004007478126699059,0.16252351221724737,0.03699317993228561,0.0,0.003999605861908346,0.16220425205351313
840,75.0,14,0.5,24,1,17,2,61,0,20,176.0,47.09713905522289,0.08888915829304135,0.002867392203001334,0.0,0.18379163676163837,0.1413737725417121,0.0045604442755391,0.0,0.2923114308828249
841,64.0,14,0.5,35,0,35,5,168,1,98,178.0,45.3058527375708,0.03518498002310657,0.0,0.0011265161507818071,0.07045152874597692,0.045743562562296496,0.0,0.0012291226285569793,0.08422229456831722
842,69.0,63,0.625,114,1,64,37,299,0,121,175.0,96.0971390552229,0.04940115910839446,0.0004462973821403334,0.0,0.06417232562507501,0.06047310129688603,0.0004869474894556339,0.0,0.07658967006799083
843,65.0,7,0.25,116,0,75,38,332,2,141,171.0,69.6117054751416,0.005283723475079176,0.0,0.0006777155155104129,0.026500185601615038,0.0075833724077235265,0.0,0.0007394438821493191,0.03073229368998777
844,84.0,14,0.25,61,0,42,0,153,3,50,191.0,107.9175582127124,0.03040190856504715,0.0,0.008440032407048569,0.2946243202004349,0.048352719148712815,0.0,0.013423450561036221,0.4685852856425749
845,94.0,5,1.0,67,0,42,56,178,0,69,191.0,5.0,0.005273841214735963,0.0,0.0,0.005273841214735963,0.005263481314271384,0.0,0.0,0.005263481314271384
846,78.0,43,0.125,114,2,86,277,449,2,249,186.0,171.80598358558737,0.033131980692653155,0.0009457744886610664,0.0016585345603388967,0.11635624916489201,0.04664789742523637,0.0009439166152125657,0.002254959388310171,0.1484822634351029
847,68.0,4,0.75,22,0,10,5,40,0,8,174.0,4.0,0.022441877509514735,0.0,0.0,0.022441877509514735,0.022397792826686736,0.0,0.0,0.022397792826686736
848,83.0,3,0.25,31,0,20,0,78,1,27,196.0,34.3058527375708,0.010056501714169337,0.0,0.006163956296730642,0.20302440982044107,0.010036746785543584,0.0,0.006725387967575925,0.22058075210150607
849,74.0,28,0.25,38,0,34,15,192,0,120,178.0,28.0,0.04144146972453783,0.0,0.0,0.04144146972453783,0.06301230659309474,0.0,0.0,0.06301230659309474
850,76.0,17,0.0,28,1,15,22,98,0,55,181.0,50.09713905522289,0.054054200798959146,0.005610469377378683,0.0,0.23974468594713122,0.053948017067373746,0.005599448206671684,0.0,0.2392737329961049
851,76.0,44,1.0,94,2,129,20,518,1,295,183.0,141.50013084801657,0.02770441528288145,0.0012550535404054052,9.837087736426499e-05,0.07232268103186028,0.03141215017877274,0.002239813922987413,0.00010733079261714061,0.10890366503359039
852,78.0,21,0.25,82,0,52,14,225,0,91,182.0,21.0,0.037100639889576396,0.0,0.0,0.037100639889576396,0.05525686839548069,0.0,0.0,0.05525686839548069
853,79.0,7,0.0,29,1,18,5,87,1,40,184.0,71.40299179279369,0.03348983304484355,0.0026716520844660397,0.005343304168932079,0.289190567036228,0.04918554286469468,0.002666403907938897,0.005332807815877794,0.3043839799447748
855,74.0,56,0.25,117,1,99,225,462,3,246,172.0,183.01469726793528,0.0400688276787965,0.0002802224198387667,0.00258034495796365,0.13012328734073458,0.06301016889074021,0.00044567978147313933,0.004331208494622988,0.21335306990064107
856,73.0,27,0.75,68,0,52,8,217,0,97,180.0,27.0,0.04283508287391588,0.0,0.0,0.04283508287391588,0.06704904334027285,0.0,0.0,0.06704904334027285
857,73.0,32,0.25,54,0,59,5,226,0,113,178.0,32.0,0.05655639896057475,0.0,0.0,0.05655639896057475,0.0733016039224028,0.0,0.0,0.0733016039224028
858,85.0,34,0.0,41,2,24,13,140,1,75,183.0,131.50013084801657,0.08551828486560206,0.002732371450022086,0.0014572647733451126,0.22157287909149567,0.1288297272169587,0.00272700399675569,0.0014544021316030347,0.2646170566549041
859,78.0,26,0.0,69,1,38,10,175,2,68,185.0,121.70884453036449,0.05099247405580299,0.002465957294581147,0.0029063068114706376,0.22359301858889524,0.08110098652006928,0.003921982076963626,0.004622336019278559,0.3556135434165302
860,75.0,42,0.125,112,0,69,34,264,1,83,188.0,73.3058527375708,0.038425804405850014,0.0,0.000684988137383652,0.059869942161765506,0.06111432525770954,0.0,0.0010894394658232294,0.09522015674126935
861,74.0,16,1.0,28,1,20,0,74,0,26,181.0,49.09713905522289,0.07770589070298789,0.0022613776746240335,0.0,0.15255102205639612,0.08800291652555946,0.0022709524536160203,0.0,0.16316494567068848
862,70.0,42,0.75,79,2,76,7,267,0,112,173.0,108.19427811044578,0.05208268278987295,0.0046127161485709145,0.0,0.20475039058139663,0.05361814848456405,0.006930335511100623,0.0,0.28299242659481055
864,77.0,32,0.0,84,1,65,26,277,0,128,184.0,65.0971390552229,0.054304020348493756,0.0005464742900044172,0.0,0.07239075591487415,0.06647069208336845,0.000545400799351138,0.0,0.08452189818032278
865,78.0,58,0.25,96,2,55,39,247,0,96,180.0,124.19427811044578,0.09625779526429667,0.005610469377378683,0.0,0.2819482804124688,0.12146223167476924,0.005599448206671684,0.0,0.3067879476035002
866,100.0,4,0.0,42,0,27,0,129,0,60,198.0,4.0,0.013766636372658802,0.0,0.0,0.013766636372658802,0.016229710710742005,0.0,0.0,0.016229710710742005
867,73.0,17,0.875,52,2,33,13,123,0,38,183.0,83.19427811044578,0.04957468970038226,0.00501059808010981,0.0,0.21541115110760953,0.09457731321125407,0.013611605598220746,0.0,0.5450825164604164
868,88.0,10,0.0,59,0,32,12,153,0,62,196.0,10.0,0.023843104668992927,0.0,0.0,0.023843104668992927,0.027779521385916568,0.0,0.0,0.027779521385916568
869,68.0,41,0.25,55,2,36,3,151,0,60,166.0,107.19427811044578,0.09357404448289211,0.0028541172390985498,0.0,0.18803715962524561,0.1472623404459952,0.00453933110759679,0.0,0.2975012133318251
870,62.0,15,0.25,83,1,89,2,273,0,101,170.0,48.09713905522289,0.009414716189623754,0.0013608478924014872,0.0,0.05445488811744278,0.009454578538933852,0.0021388385176919155,0.0,0.08024401437564999
871,75.0,36,0.0,60,2,52,20,247,3,135,185.0,196.11183632315817,0.058516849418475535,0.0017451371993948933,0.005145861944753775,0.27737149422762186,0.07015976642757496,0.0019040895421021582,0.002987201531629966,0.22669657402277935
872,76.0,1,0.25,16,0,4,0,32,0,12,184.0,1.0,0.013945162326848207,0.0,0.0,0.013945162326848207,0.014004206797298793,0.0,0.0,0.014004206797298793
873,76.0,76,0.125,101,3,70,9,256,4,85,178.0,300.51482811595184,0.10465690759606502,0.003099363666125331,0.004994970472934717,0.363608787890729,0.1384319785180437,0.003381663026773433,0.005449927400505733,0.4209699745837543
874,74.0,52,0.25,137,1,118,34,460,0,205,170.0,85.0971390552229,0.037285804747951984,0.0016334484186336202,0.0,0.09134827419900284,0.04913914575586282,0.00178222781140762,0.0,0.10812578745810635
875,79.0,29,0.0,151,0,111,0,446,4,184,188.0,154.2234109502832,0.020743833904402254,0.0,0.0037046840940735417,0.13672212859268942,0.031727954850302505,0.0,0.005892115264808991,0.2161856476432057
876,81.0,33,0.125,57,3,31,22,172,2,84,188.0,194.90312264081027,0.05716738722862911,0.0035786263559861773,0.0052461531840424045,0.33984498037775884,0.06394299519263257,0.003768983704859684,0.0052358476737709245,0.3525982492006678
877,81.0,33,0.375,63,0,39,10,154,1,52,190.0,64.3058527375708,0.0682403829705081,0.0,0.0009147504419639158,0.09687742559825828,0.06810633199201756,0.0,0.0009129535119573398,0.09668712019360208
878,71.0,37,1.0,101,3,60,13,256,2,95,186.0,198.90312264081027,0.04869015352275093,0.005326462234674848,0.0035509748231165655,0.33614710966348627,0.05278453848636743,0.00581161242850311,0.0038744082856687393,0.366423938403966
879,68.0,42,0.0,121,0,101,56,406,0,184,172.0,42.0,0.032785651598317186,0.0,0.0,0.032785651598317186,0.043596741440590794,0.0,0.0,0.043596741440590794
881,67.0,4,0.25,13,0,6,11,45,0,26,169.0,4.0,0.0336628162642721,0.0,0.0,0.0336628162642721,0.033596689240030106,0.0,0.0,0.033596689240030106
882,72.0,25,0.0,76,0,52,54,253,0,125,176.0,25.0,0.03892832529925851,0.0,0.0,0.03892832529925851,0.053700007316250256,0.0,0.0,0.053700007316250256
884,64.0,58,0.0,125,0,105,20,345,2,115,177.0,120.6117054751416,0.07036232375764993,0.0,0.0010500739834073273,0.1032357852457541,0.08347637658818342,0.0,0.0011457178787620413,0.11934405177950988
885,81.0,15,0.375,17,0,16,0,44,0,11,188.0,15.0,0.12446492656400611,0.0,0.0,0.12446492656400611,0.2476370825719268,0.0,0.0,0.2476370825719268
886,74.0,1,0.25,16,0,15,0,45,2,14,182.0,63.6117054751416,0.011540823994633,0.0,0.006732147330202582,0.2222964369215855,0.011589688383971414,0.0,0.0067606515573166584,0.22323765044735538
888,72.0,33,0.125,73,0,79,152,324,1,172,175.0,64.3058527375708,0.03231368582628968,0.0,0.0006199702765752565,0.0517223840064257,0.0476943797396413,0.0,0.0010342939708986648,0.08007383447995224
889,79.0,12,0.25,44,0,30,31,168,0,94,180.0,12.0,0.02144995687571238,0.0,0.0,0.02144995687571238,0.02346991536107059,0.0,0.0,0.02346991536107059
890,94.0,21,0.0,137,0,81,131,379,0,161,195.0,21.0,0.03237095211827527,0.0019547222457045677,0.000322206963577676,0.1071536298514795,0.046794459105524606,0.00310888823173946,0.000512454104132878,0.16573257793729917
891,72.0,38,0.0,82,3,46,56,205,1,77,185.0,168.59726990323946,0.03237095211827527,0.0019547222457045677,0.000322206963577676,0.1071536298514795,0.046794459105524606,0.00310888823173946,0.000512454104132878,0.16573257793729917
892,76.03452685421995,2,0.75,9,0,3,0,12,0,0,182.04424778761063,2.0,0.06693677916887139,0.0,0.0,0.06693677916887139,0.0672201926270342,0.0,0.0,0.0672201926270342
893,66.0,14,0.625,82,0,73,89,259,3,104,184.0,107.9175582127124,0.025531414351582855,0.0,0.0025043764874353117,0.10393305586666755,0.032194695815673816,0.0,0.0025825340850977644,0.1130431275735016
894,72.0,32,0.375,66,1,38,9,167,1,63,182.0,96.4029917927937,0.06285176254006683,0.010568388405347772,0.0021136776810695545,0.4788056653997209,0.09996259332203301,0.016808494615558396,0.0033616989231116793,0.7615165283571191
895,75.0,1,0.0,19,0,10,0,50,0,21,189.0,1.0,0.004429317929509487,0.0,0.0,0.004429317929509487,0.004420617005267119,0.0,0.0,0.004420617005267119
896,75.0,20,1.0,124,0,116,122,441,1,201,184.0,51.3058527375708,0.02808585759122871,0.0,0.0036629459692990793,0.14275750469178422,0.04482832489113134,0.0,0.008230374991741308,0.30248723235757013
899,81.0,15,0.25,39,0,22,5,98,1,37,183.0,46.3058527375708,0.062346072500358146,0.0,0.00218747644342717,0.1308268879051942,0.0984600790180467,0.0,0.0021967383211449086,0.16723084540278776
900,75.0,5,0.25,16,0,13,12,54,0,25,182.0,5.0,0.029535300094104412,0.0,0.0,0.029535300094104412,0.04029298683126875,0.0,0.0,0.04029298683126875
901,72.0,21,0.375,47,1,32,10,144,2,65,177.0,116.70884453036449,0.05885762693009488,0.0005346820851021094,0.001203034691479746,0.11421610114070975,0.09339523159245579,0.0010873942811115583,0.002446637132501006,0.20597893309460816
902,81.0,5,0.0,16,0,10,1,43,0,17,186.0,5.0,0.045665875825576796,0.0,0.0,0.045665875825576796,0.07262929772154862,0.0,0.0,0.07262929772154862
903,78.0,21,0.25,54,1,42,13,160,1,64,178.0,85.40299179279369,0.050871954852580635,0.0019921660466926013,0.0014262124031539484,0.16145574698669374,0.07390762384419951,0.0020006009710426846,0.003066378066378067,0.23611737256056203
904,62.0,45,0.25,158,0,151,133,603,3,294,164.0,138.91755821271238,0.023310273477375076,0.0,0.003087159762913511,0.11995644239249945,0.03569796891307708,0.0,0.0040716854065149305,0.16316555264314958
905,68.0,48,0.25,118,0,117,48,379,4,144,171.0,173.2234109502832,0.049845087416735274,0.0,0.0059389299745046835,0.23576835461732404,0.07338657881102843,0.0,0.011089597811171319,0.42055589480644523
907,80.0,63,0.75,55,6,44,13,258,1,159,187.0,292.8886870689081,0.08117357253783104,0.002758201768361785,0.000813111503967925,0.19791730901010732,0.1052907252917085,0.0027527835741807368,0.0008115142328509687,0.22180513110337702
908,65.0,41,0.0,83,0,80,34,352,0,189,174.0,41.0,0.036717123070912516,0.0,0.0,0.036717123070912516,0.05566673089015636,0.0,0.0,0.05566673089015636
909,80.0,56,0.0,142,1,98,186,474,2,234,180.0,151.7088445303645,0.026102100874629806,0.00013562778510987951,0.0014121422995598497,0.0747993114126786,0.033051794237352154,0.00013536135874307054,0.001605474327265353,0.08779261081369513
910,86.0,3,0.125,11,0,9,0,77,0,57,194.0,3.0,0.016184046280900047,0.0,0.0,0.016184046280900047,0.016152254442322163,0.0,0.0,0.016152254442322163
911,73.0,9,0.25,44,1,42,23,151,0,65,178.0,42.09713905522289,0.020653925729910535,0.0036992105784914397,0.0,0.14308721264079322,0.02061335328829686,0.0036919438725307807,0.0,0.1428061330215262
912,80.0,26,0.375,55,2,41,7,167,1,71,184.0,123.50013084801658,0.04198782534321258,0.007505633214649687,0.004950414156510603,0.44537974811967945,0.04421289526960232,0.019481121130304466,0.004940689594122074,0.8436547711265646
913,84.0,1,0.0,29,0,15,0,104,0,60,190.0,1.0,0.0009552329933529942,0.0,0.0,0.0009552329933529942,0.0010422384862032866,0.0,0.0,0.0010422384862032866
914,78.0,10,0.0,82,0,67,23,286,0,137,184.0,10.0,0.011331482563113318,0.0,0.0,0.011331482563113318,0.01667142404080869,0.0,0.0,0.01667142404080869
915,78.0,67,0.25,171,0,113,9,449,0,165,183.0,67.0,0.050741767132948,0.0,0.0,0.050741767132948,0.05558097285572393,0.0,0.0,0.05558097285572393
916,68.0,15,0.375,37,2,13,3,76,1,26,177.0,112.50013084801658,0.08454705323170648,0.006849881373836519,0.0034249406869182597,0.41847921835293256,0.1302826038860954,0.010894394658232295,0.0054471973291161475,0.6613850562298862
917,86.0,14,0.0,65,0,40,64,197,0,92,188.0,14.0,0.025663814577666418,0.0,0.0,0.025663814577666418,0.032777664666791245,0.0,0.0,0.032777664666791245
918,76.0,74,1.0,89,3,97,29,413,0,227,183.0,173.29141716566866,0.06809287816142537,0.0017101336437533004,0.0,0.12469340917174335,0.07464937748843173,0.0022986428621311655,0.0,0.1507278799346825
920,80.0,32,0.125,68,1,40,6,158,1,50,187.0,96.4029917927937,0.07826833051058202,0.0015943689404619484,0.0015943689404619484,0.18095046029783804,0.1244818757124939,0.002535764273898896,0.002535764273898896,0.28779268143286396
923,82.0,23,1.0,51,0,61,11,216,4,104,187.0,148.2234109502832,0.020394535967590294,0.0,0.003241638611065592,0.12187679695403326,0.022772112139884827,0.0,0.003255363860775596,0.1246840537725356
