games,goals,height,skin_colour,redCards,ties,victories,defeats,yellowReds,yellowCards,weight,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
37,0,186.0,0.5,0,10,14,13,0,1,81.0,1.0,0.011323818241016075,0.0,0.0,0.011323818241016075,0.013560898905649177,0.0,0.0,0.013560898905649177
1,0,173.0,0.75,0,0,0,1,0,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,13,185.0,0.25,1,23,67,42,1,30,90.0,94.40299179279369,0.08515467113717133,0.004389416037998521,0.0021947080189992606,0.2991389901627904,0.10282285197731615,0.005300147009140009,0.0026500735045700045,0.3612053654297534
110,12,175.0,0.125,0,35,44,31,1,19,70.0,52.09713905522289,0.06856185730895158,0.002727708537899081,0.0,0.15884120608991617,0.0814298556311169,0.0032936627842512912,0.0,0.19044067080249447
134,3,180.0,0.75,0,34,52,48,0,14,77.0,14.0,0.04302739682903556,0.0,0.0,0.04302739682903556,0.050548457985161686,0.0,0.0,0.050548457985161686
174,0,189.0,0.0,2,40,76,58,0,5,83.0,67.6117054751416,0.011668530967679402,0.0,0.006819271344747703,0.2251516354638874,0.014089557465963857,0.0,0.008234156960628227,0.27186686269343474
156,7,194.0,0.0,2,39,67,50,1,24,80.0,119.70884453036449,0.05685634514944312,0.0046570633573886746,0.003880886131157229,0.33248626839120826,0.0679976820251739,0.005623326704819278,0.004686105587349398,0.4008162393577938
180,58,179.0,0.25,1,40,73,67,0,25,74.0,56.3058527375708,0.04204856521253425,0.0,0.004546180896498468,0.18437063487667288,0.05077294456040284,0.0,0.0054894379737521525,0.2226244813787167
61,2,176.0,0.5,0,17,20,24,1,14,75.0,47.09713905522289,0.07889758832533876,0.002545083494365767,0.0,0.16313257064551517,0.09171161165139266,0.0029584390855287948,0.0,0.1896274814515456
168,5,178.0,0.5,1,35,98,35,0,14,64.0,45.3058527375708,0.040006953556415314,0.0,0.001372006768150331,0.08295879539508005,0.04490563872596689,0.0,0.0015678028104463492,0.09398704263134992
299,37,175.0,0.625,0,64,121,114,1,63,69.0,96.0971390552229,0.05528195259917768,0.0005435545939393388,0.0,0.0732720545788932,0.06368554363777872,0.0006211240642478706,0.0,0.08424297316273571
332,38,171.0,0.25,2,75,141,116,0,7,65.0,69.6117054751416,0.006477281878959254,0.0,0.000825403411673655,0.03231723953390322,0.006806628987156115,0.0,0.0009431949015226503,0.0363341496770518
153,0,191.0,0.25,3,42,50,61,0,14,84.0,107.9175582127124,0.026984587460734875,0.0,0.007491332071213523,0.2615071260903867,0.031367245289766976,0.0,0.008708024570202316,0.3039793801196689
178,56,191.0,1.0,0,42,69,67,0,5,94.0,5.0,0.0059827740597919845,0.0,0.0,0.0059827740597919845,0.007224100373457832,0.0,0.0,0.007224100373457832
449,277,186.0,0.125,2,86,249,114,2,43,78.0,171.80598358558737,0.03224249398836175,0.0010729096396311856,0.0016124922802186904,0.11823317938992026,0.037827956381686,0.0012955205814032772,0.001917924873265191,0.14074825485745765
40,5,174.0,0.75,0,10,8,22,0,4,68.0,4.0,0.025458613020391426,0.0,0.0,0.025458613020391426,0.03074085265301205,0.0,0.0,0.03074085265301205
78,0,196.0,0.25,1,20,27,31,0,3,83.0,34.3058527375708,0.01140834074026974,0.0,0.007507206844596151,0.2464278526876804,0.013775382085076155,0.0,0.00857854367980078,0.28233400722773805
192,15,178.0,0.25,0,34,120,38,0,28,74.0,28.0,0.04002845404148231,0.0,0.0,0.04002845404148231,0.045661502113821244,0.0,0.0,0.045661502113821244
98,22,181.0,0.0,0,15,55,28,1,17,76.0,50.09713905522289,0.06132040332560351,0.006364653255097856,0.0,0.27197221714785424,0.07404336920262694,0.007685213163253013,0.0,0.32840193793584127
518,20,183.0,1.0,1,129,295,94,2,44,76.0,141.50013084801657,0.03351370205284442,0.0014218961650312282,0.00011980787797759589,0.08432508493373862,0.038044016435776935,0.0014070876063569503,0.00013690539446836533,0.08890053072445935
225,14,182.0,0.25,0,52,91,82,0,21,78.0,21.0,0.03736449728464277,0.0,0.0,0.03736449728464277,0.04218060629774457,0.0,0.0,0.04218060629774457
87,5,184.0,0.0,1,18,40,29,1,7,79.0,71.40299179279369,0.03406687288670599,0.003030787264332312,0.006061574528664624,0.3241400199732959,0.03850174127996117,0.003659625315834768,0.007319250631669536,0.38876025167257705
202,0,190.0,1.0,1,65,65,72,0,15,83.0,46.3058527375708,0.031145726570809718,0.0,0.00101318373735407,0.06286430744851784,0.03798772410343465,0.0,0.0012133435862949264,0.07597247973605965
462,225,172.0,0.25,3,99,246,117,1,56,74.0,183.01469726793528,0.03943914120470567,0.0002487240687675636,0.002314254256243038,0.12012089923832756,0.04394434094688111,0.0002891201833584959,0.0026053849733861344,0.13507719016067493
217,8,180.0,0.75,0,52,97,68,0,27,73.0,27.0,0.04789156458340713,0.0,0.0,0.04789156458340713,0.05059197735064521,0.0,0.0,0.05059197735064521
226,5,178.0,0.25,0,59,113,54,0,32,73.0,32.0,0.059785606719126486,0.0,0.0,0.059785606719126486,0.06947823732572915,0.0,0.0,0.06947823732572915
140,13,183.0,0.0,1,24,75,41,2,34,85.0,131.50013084801657,0.08700711516330867,0.0030996687930671374,0.0016531566896358064,0.24135076411045522,0.09730809579130746,0.0037427986184673766,0.0019961592631826007,0.2836754900563507
175,10,185.0,0.0,2,38,68,69,1,26,78.0,121.70884453036449,0.04526067411373178,0.0021887718051545597,0.002579623913217874,0.19846008525459843,0.052611612794578856,0.0025442576135547633,0.002998589330260971,0.2306926568163115
264,34,188.0,0.125,1,69,83,112,0,42,75.0,73.3058527375708,0.03410655872213472,0.0,0.0006079921680984888,0.05314027200222242,0.03964591991572015,0.0,0.0007067382259874343,0.06177096274249479
74,0,181.0,1.0,0,20,26,28,1,16,74.0,49.09713905522289,0.07214702437598434,0.0026014177040172065,0.0,0.1582465078665605,0.09332957725945348,0.003115341640486973,0.0,0.19643847273917706
267,7,173.0,0.75,0,76,112,79,2,42,70.0,108.19427811044578,0.06646874598894,0.004436723264493613,0.0,0.21331159282342757,0.07535844769106384,0.005097206039652841,0.0,0.2440613847785759
7,0,168.0,0.75,0,2,3,2,0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,26,184.0,0.0,0,65,128,84,1,32,77.0,65.0971390552229,0.05673525378496171,0.0006199337586134274,0.0,0.0772532875988173,0.06753252000597915,0.0007485597236934753,0.0,0.09230770527220132
247,39,180.0,0.25,0,55,96,96,2,58,78.0,124.19427811044578,0.10065547433549443,0.006364653255097856,0.0,0.3113072881577451,0.1186144827995103,0.007685213163253013,0.0,0.3729730515327246
129,0,198.0,0.0,0,27,60,42,0,4,100.0,4.0,0.014579701807248435,0.0,0.0,0.014579701807248435,0.017436597915013254,0.0,0.0,0.017436597915013254
123,13,183.0,0.875,0,33,38,52,2,17,73.0,83.19427811044578,0.04340546935002368,0.0031385018536983686,0.0,0.1472809016269534,0.045827889550374354,0.002589379054744658,0.0,0.13152892819193993
153,12,196.0,0.0,0,32,62,59,0,10,88.0,10.0,0.025379951712698554,0.0,0.0,0.025379951712698554,0.030382016647718956,0.0,0.0,0.030382016647718956
151,3,166.0,0.25,0,36,60,55,2,41,68.0,107.19427811044578,0.08230280788138376,0.0025333007004103704,0.0,0.16614781343155935,0.0965752908481555,0.002944742608280976,0.0,0.19403784643627073
273,2,170.0,0.25,0,89,101,83,1,15,62.0,48.09713905522289,0.010830393192970966,0.002405363595713966,0.0,0.09044104659868706,0.012969995108746269,0.002146893027686645,0.0,0.08402601218277965
247,20,185.0,0.0,3,52,135,60,2,36,75.0,196.11183632315817,0.06412492639982122,0.0021254378352756195,0.005251394840599997,0.29887023153383285,0.07506747545556726,0.00242875435378975,0.007365803099841388,0.38604504317150184
32,0,184.0,0.25,0,4,12,16,0,1,76.0,1.0,0.01604207584143944,0.0,0.0,0.01604207584143944,0.019211273449669667,0.0,0.0,0.019211273449669667
256,9,178.0,0.125,4,70,85,101,3,76,76.0,300.51482811595184,0.11621864413576297,0.0037747775954495005,0.0060834754040777735,0.4316013682475878,0.13111815857356038,0.004313467732330597,0.006951634683735997,0.4915084516151519
460,34,170.0,0.25,0,118,205,137,1,52,74.0,85.0971390552229,0.04124455053697749,0.00198940981381798,0.0,0.10708832378273624,0.046671268629741504,0.0022733140751472064,0.0,0.12191146069108402
446,0,188.0,0.0,4,111,184,151,0,29,79.0,154.2234109502832,0.01908471137361074,0.0,0.003288259739911687,0.12202648655416888,0.02221334741798086,0.0,0.0038223170907600123,0.14187424337761378
172,22,188.0,0.125,2,31,84,57,3,33,81.0,194.90312264081027,0.06202110799394626,0.004236805798490326,0.005951364082688904,0.38855978621688214,0.07440125376019813,0.004948515204932219,0.007186173347457362,0.463152234176881
154,10,190.0,0.375,1,39,52,63,0,33,81.0,64.3058527375708,0.07741355426580979,0.0,0.00103771520463552,0.1099001136456675,0.0934755818443491,0.0,0.0012530238853129913,0.13270256307461642
256,13,186.0,1.0,2,60,95,101,3,37,71.0,198.90312264081027,0.058995209869768084,0.006487205914623848,0.0043248039430825655,0.4090948414669463,0.06768315998179655,0.007412980679827846,0.004941987119885231,0.4677447333618383
406,56,172.0,0.0,0,101,184,121,0,42,68.0,42.0,0.03516790283190089,0.0,0.0,0.03516790283190089,0.04024184807387232,0.0,0.0,0.04024184807387232
118,21,171.0,0.125,1,26,45,47,0,30,60.0,61.3058527375708,0.11090244346665178,0.0,0.005231221853505086,0.27467030445004403,0.13350744249861948,0.0,0.0063166135588380926,0.3312544163717478
45,11,169.0,0.25,0,6,26,13,0,4,67.0,4.0,0.03818791953058713,0.0,0.0,0.03818791953058713,0.046111278979518076,0.0,0.0,0.046111278979518076
253,54,176.0,0.0,0,52,125,76,0,25,72.0,25.0,0.04021502976066579,0.0,0.0,0.04021502976066579,0.046225915717598716,0.0,0.0,0.046225915717598716
63,2,188.0,1.0,3,14,23,26,1,18,84.0,145.01469726793528,0.1171071536425079,0.004812622752431832,0.02406311376215916,1.0297074939456414,0.14024229618258857,0.005763382034900901,0.028816910174504506,1.233131699094921
345,20,177.0,0.0,2,105,115,125,0,58,64.0,120.6117054751416,0.08667599164454279,0.0,0.0012789063088829871,0.1267132442155838,0.09641477835918383,0.0,0.0014614161911660612,0.14216565842813014
44,0,188.0,0.375,0,16,11,17,0,15,81.0,15.0,0.1319846687859077,0.0,0.0,0.1319846687859077,0.12596822813374012,0.0,0.0,0.12596822813374012
45,0,182.0,0.25,2,15,14,16,0,1,74.0,63.6117054751416,0.013276200696363673,0.0,0.007744450406212143,0.2557228246466614,0.015898984923864552,0.0,0.009274407872254323,0.3062422320008257
498,387,169.0,0.0,1,96,338,64,0,41,67.0,72.3058527375708,,,,,,,,
324,152,175.0,0.125,1,79,172,73,0,33,72.0,64.3058527375708,0.03079581698817879,0.0,0.0005113947762715212,0.046805466544898006,0.03580214270775741,0.0,0.0006005929132880536,0.054604216006381844
168,31,180.0,0.25,0,30,94,44,0,12,79.0,12.0,0.022918866853200298,0.0,0.0,0.022918866853200298,0.02786468760516287,0.0,0.0,0.02786468760516287
379,131,195.0,0.0,0,81,161,137,0,21,94.0,21.0,0.029764368534622596,0.0017350020406712973,0.0002859893473634007,0.09614111272888862,0.03550924809911574,0.0020167895717202395,0.00033243784149234715,0.11266646310961922
205,56,185.0,0.0,1,46,77,82,3,38,72.0,168.59726990323946,0.029764368534622596,0.0017350020406712973,0.0002859893473634007,0.09614111272888862,0.03550924809911574,0.0020167895717202395,0.00033243784149234715,0.11266646310961922
12,0,182.04424778761063,0.75,0,3,0,9,0,2,76.03452685421995,2.0,0.07700196403890931,0.0,0.0,0.07700196403890931,0.09221411255841441,0.0,0.0,0.09221411255841441
259,89,184.0,0.625,3,73,104,82,0,14,66.0,107.9175582127124,0.02435467946641641,0.0,0.002933499777424873,0.11619039150417623,0.030030397787570065,0.0,0.0034610691295530096,0.13838211827190897
167,9,182.0,0.375,1,38,63,66,1,32,72.0,96.4029917927937,0.05578692139327349,0.009380450593519543,0.0018760901187039082,0.4249856000661942,0.06484746338442278,0.010903961200948987,0.0021807922401897973,0.49400894422760544
50,0,189.0,0.0,0,10,21,19,0,1,75.0,1.0,0.005024726254024623,0.0,0.0,0.005024726254024623,0.006067273549936589,0.0,0.0,0.006067273549936589
441,122,184.0,1.0,1,116,201,124,0,20,75.0,51.3058527375708,0.030028379285010925,0.0,0.003249631699596449,0.1317608707239193,0.03205667177842806,0.0,0.0030209156492839407,0.1266290122275342
94,4,179.0,0.0,1,17,55,22,0,9,74.0,40.3058527375708,0.02594386033547342,0.0,0.00392867163463823,0.14893427598372944,0.028879258286527758,0.0,0.004704801661143592,0.1761670862497675
287,11,179.0,0.25,2,60,159,68,2,49,74.0,177.80598358558737,,,,,,,,
98,5,183.0,0.25,1,22,37,39,0,15,81.0,46.3058527375708,0.059635413018501386,0.0,0.0025164040535591275,0.13841358774744966,0.06718255964230116,0.0,0.0030135330901442615,0.1615237827821541
54,12,182.0,0.25,0,13,25,16,0,5,75.0,5.0,0.025915775586495837,0.0,0.0,0.025915775586495837,0.03239365994065776,0.0,0.0,0.03239365994065776
144,10,177.0,0.375,2,32,65,47,1,21,72.0,116.70884453036449,0.05945070755879729,0.0005604672925992967,0.0012610514083484174,0.11747886116212232,0.06521773444695515,0.0005297122797225861,0.0011918526293758186,0.12006165832831867
43,1,186.0,0.0,0,10,17,16,0,5,81.0,5.0,0.040532811206565926,0.0,0.0,0.040532811206565926,0.04711588173249562,0.0,0.0,0.04711588173249562
160,13,178.0,0.25,1,42,64,54,1,21,78.0,85.40299179279369,0.04777451125810416,0.002291725120205634,0.0013698550716486693,0.1665085373827452,0.05630069726555531,0.0027444676356670954,0.0012839304177886851,0.1873292608203683
603,133,164.0,0.25,3,151,294,158,0,45,62.0,138.91755821271238,0.022535289806253137,0.0,0.002866685920858205,0.11227933708950764,0.025616024424777412,0.0,0.0035268584791588596,0.13602733659957758
379,48,171.0,0.25,4,117,144,118,0,48,68.0,173.2234109502832,0.05368512594505832,0.0,0.004965449516648167,0.2091327572890879,0.05907708263825927,0.0,0.005421986791599374,0.2288170026811233
398,234,182.0,0.125,2,87,209,102,0,84,81.0,146.6117054751416,,,,,,,,
258,13,187.0,0.75,1,44,159,55,6,63,80.0,292.8886870689081,0.08940656093380384,0.0031289713359816114,0.0009224135152315731,0.22184350201157838,0.10190156037840395,0.00377818095266488,0.0011137990091671032,0.2618169685047856
352,34,174.0,0.0,0,80,189,83,0,41,65.0,41.0,0.037127463000732185,0.0,0.0,0.037127463000732185,0.04152713833092482,0.0,0.0,0.04152713833092482
474,186,180.0,0.0,2,98,234,142,1,56,80.0,151.7088445303645,0.026455550516408268,0.00015385946627956138,0.0015934046306100588,0.08143074938406716,0.03161343749927317,0.00018578275173053216,0.0018673298419140509,0.0962206681107932
77,0,194.0,0.125,0,9,57,11,0,3,86.0,3.0,0.01835957669739766,0.0,0.0,0.01835957669739766,0.022168884124768307,0.0,0.0,0.022168884124768307
151,23,178.0,0.25,0,42,65,44,1,9,73.0,42.09713905522289,0.023430316928107486,0.004196474673690893,0.0,0.16232162274497608,0.02829171878779955,0.005067173514232756,0.0,0.19600066520530351
167,7,184.0,0.375,1,41,71,55,2,26,80.0,123.50013084801658,0.05017875542462228,0.0060304815224836985,0.00561587051920399,0.42558005641168284,0.05835080456731184,0.004980471343859638,0.006781070438164423,0.43547734973585717
104,0,190.0,0.0,0,15,60,29,0,1,84.0,1.0,0.0011633975519403392,0.0,0.0,0.0011633975519403392,0.0013294234357586001,0.0,0.0,0.0013294234357586001
286,23,184.0,0.0,0,67,137,82,0,10,78.0,10.0,0.011980132066696205,0.0,0.0,0.011980132066696205,0.013296310002051013,0.0,0.0,0.013296310002051013
449,9,183.0,0.25,0,113,165,171,0,67,78.0,67.0,0.05870558412742942,0.0,0.0,0.05870558412742942,0.06865174430619168,0.0,0.0,0.06865174430619168
76,3,177.0,0.375,1,13,26,37,2,15,68.0,112.50013084801658,0.07858779882778055,0.006079921680984888,0.003039960840492444,0.3749843785486403,0.09072463919598046,0.007067382259874343,0.0035336911299371715,0.43525998674133026
197,64,188.0,0.0,0,40,92,65,0,14,86.0,14.0,0.02558686615223508,0.0,0.0,0.02558686615223508,0.03073369391822098,0.0,0.0,0.03073369391822098
413,29,183.0,1.0,0,97,227,89,3,74,76.0,173.29141716566866,0.08702141036379708,0.0013224549031414518,0.0,0.13079088418733104,0.09716459396609609,0.0017771759396715174,0.0,0.1559840331670008
433,38,184.0,0.75,2,99,257,77,2,70,77.0,198.8059835855874,,,,,,,,
158,6,187.0,0.125,1,40,50,68,1,32,80.0,96.4029917927937,0.06947059279352942,0.0014151541843671722,0.0014151541843671722,0.16061075611486605,0.08075354599179822,0.00164499414669489,0.00164499414669489,0.18669609052058286
247,8,180.0,0.25,2,62,112,73,1,26,72.0,121.70884453036449,,,,,,,,
87,7,181.0,1.0,0,25,30,32,1,10,75.0,43.09713905522289,0.04607640361714393,0.005600131533634691,0.0,0.2314247357133899,0.05483706680791365,0.006365911532422763,0.0,0.2655305260097569
216,11,187.0,1.0,4,61,104,51,0,23,82.0,148.2234109502832,0.025876095157164263,0.0,0.0037290790333170624,0.1426180942209511,0.02885628170770846,0.0,0.004465778477335492,0.1686612850777866
169,65,185.0,1.0,1,36,70,63,1,21,79.0,85.40299179279369,0.054913430372377545,0.0017928600718585506,0.00176278849230129,0.16943756642470556,0.06027886529965488,0.0021648487783811304,0.0016371679394820387,0.18318210477136146
198,5,175.0,0.375,1,43,75,80,0,50,72.0,81.3058527375708,0.10222728781408094,0.0,0.0012676284585837218,0.1419114776644568,0.11539380341212593,0.0,0.0014735082703985116,0.1615232363328144
283,53,185.0,0.125,2,70,103,110,0,26,77.0,88.6117054751416,0.024417979506778435,0.0,0.0015020982976550901,0.07144244761052448,0.02824100562042238,0.0,0.0017460591465571905,0.08290287613363033
173,36,187.0,1.0,0,60,52,61,2,16,83.0,82.19427811044578,,,,,,,,
421,35,189.0,0.0,0,99,194,128,1,56,87.0,89.0971390552229,0.05621677947220946,0.000218967428501073,0.0,0.06346397490187405,0.0664605379682517,0.0002643995354330165,0.0,0.07521140615861459
239,8,174.0,0.0,4,56,90,93,5,68,65.0,358.70910622639764,0.09532997370111829,0.004307331927687992,0.0051100637693027,0.39786524131019546,0.10613464919322946,0.004696252247031106,0.0052951591450393475,0.42733663526822413
424,0,193.0,0.25,0,70,273,81,0,12,92.0,12.0,0.007787975688514909,0.0,0.0,0.007787975688514909,0.007758792933965149,0.0,0.0,0.007758792933965149
438,2,176.0,0.375,1,104,196,138,1,50,80.0,114.4029917927937,0.031450515796690046,0.0007530178228742752,0.0003765089114371376,0.06816018392725526,0.034141579167969234,0.0008753179863147122,0.0004376589931573561,0.07681338826762263
236,17,170.0,0.25,1,44,105,87,1,40,70.0,104.4029917927937,0.06476374011489155,0.0003602633917979919,0.0005146619882828455,0.0927993601045441,0.07663281413141337,0.0004350120658445102,0.0006214458083493001,0.11048535992593275
213,4,184.0,0.875,1,49,97,67,3,37,77.0,167.59726990323946,0.06736981266984005,0.002648964624237689,0.0008358864763941092,0.181211102125922,0.0803584377732232,0.0031722817082857897,0.0009551739811542883,0.21525442258747346
177,0,189.0,0.125,0,45,85,47,0,10,85.0,10.0,0.029906878875812105,0.0,0.0,0.029906878875812105,0.035781636111004586,0.0,0.0,0.035781636111004586
333,56,182.0,0.875,1,88,132,113,0,8,81.0,39.3058527375708,0.008686273448039065,0.0,0.0015186334456625801,0.05622838846030153,0.010050679575752569,0.0,0.0017353542558375622,0.06437742435652005
191,3,181.0,0.0,1,53,61,77,1,43,78.0,107.4029917927937,0.061943913654638076,0.0006194637184399697,0.0012389274368799395,0.12123207037501064,0.07200443351748256,0.0007200729094966312,0.0014401458189932624,0.14092177966302288
169,6,188.0,0.125,1,39,76,54,0,13,76.0,44.3058527375708,0.02704977633416589,0.0,0.001835957669739766,0.08452599677545264,0.03266215594382531,0.0,0.0022168884124768307,0.10206373812045208
55,10,185.0,0.0,0,7,26,22,1,9,82.0,42.09713905522289,0.058980331688992305,0.008679072620587985,0.0,0.3462328050829705,0.06961179699796699,0.010479836131708654,0.0,0.4164643907250774
337,6,183.0,0.25,7,105,154,78,0,56,76.0,275.1409691629956,0.049453301882896074,0.0,0.005453787872682949,0.22018878188705807,0.05847458043658816,0.0,0.005764102243300809,0.23892471642966484
37,11,171.0,0.0,0,6,16,15,0,9,64.0,9.0,0.09176769450507662,0.0,0.0,0.09176769450507662,0.10849014922497625,0.0,0.0,0.10849014922497625
165,4,184.0,0.25,1,52,54,59,1,28,71.0,92.40299179279369,0.049325536037590254,0.0021887718051545597,0.00164157885386592,0.1731586466891787,0.05733666264832342,0.0025442576135547633,0.0019081932101660726,0.20128192630874653
200,2,188.0,0.125,1,48,71,81,0,34,80.0,65.3058527375708,0.0517065433665305,0.0,0.0009384008555745188,0.08108398235995684,0.059085469467327144,0.0,0.0010723179599750974,0.09265529761015989
185,0,194.0,0.125,0,46,75,64,0,6,85.0,6.0,0.013803519370583776,0.0,0.0,0.013803519370583776,0.016504193201802745,0.0,0.0,0.016504193201802745
217,9,174.0,0.0,0,60,74,83,1,37,73.0,70.0971390552229,0.042358062056948725,0.0009879065564354747,0.0,0.07505494272886003,0.05100483371075211,0.0011848829303133385,0.0,0.09022106881949264
167,11,186.0,0.0,1,36,76,55,1,24,82.0,88.40299179279369,0.05569071598210624,0.001835957669739766,0.003671915339479532,0.23140810315955967,0.06724561517846385,0.0022168884124768307,0.004433776824953661,0.2794214435893754
366,22,184.0,0.25,0,79,163,124,1,23,75.0,56.09713905522289,0.03235327063130865,0.0003636944717198774,0.0,0.044390517135437256,0.03882559007750556,0.00043915503790017214,0.0,0.05336036543368923
261,4,181.0,0.0,1,60,149,52,1,31,74.0,95.4029917927937,0.0438230622278848,0.0044705838512763595,0.000330059805795913,0.20211940128645042,0.051020630407334185,0.005108570955386981,0.0003985417370744864,0.2325764026218795
327,30,191.0,0.0,0,76,145,106,0,32,89.0,32.0,0.03024429251687908,0.0,0.0,0.03024429251687908,0.03619935989951363,0.0,0.0,0.03619935989951363
25,0,192.0,0.5,1,5,12,8,0,7,81.0,38.3058527375708,0.09700238681934979,0.0,0.014923444126053816,0.5641935309669566,0.11275687150981337,0.0,0.017347211001509752,0.6558261045306457
509,20,183.0,0.375,4,130,250,129,10,144,78.0,600.1948015025121,0.08943818480855836,0.00490791755722825,0.0007733233717042181,0.27608576226480563,0.10208197836920335,0.005693566277408051,0.0008989214277910348,0.31866423501377844
240,13,180.0,0.25,0,63,86,91,0,25,75.0,25.0,0.05092332303595009,0.0,0.0,0.05092332303595009,0.06148906732648895,0.0,0.0,0.06148906732648895
201,20,175.0,0.125,1,32,109,60,1,55,71.0,119.4029917927937,0.08422810218397726,0.004314033899719216,0.00515560724657238,0.3884109632858774,0.08872088555285344,0.004807687260111712,0.005483295750339271,0.41950082861146337
134,16,186.0,0.0,0,28,71,35,0,23,78.0,23.0,0.07100896605502587,0.0,0.0,0.07100896605502587,0.08414225692254938,0.0,0.0,0.08414225692254938
270,98,180.0,0.0,0,60,126,84,0,35,67.0,35.0,0.05080012657519364,0.0,0.0,0.05080012657519364,0.060092239104738286,0.0,0.0,0.060092239104738286
252,19,190.0,0.0,1,67,91,94,1,53,75.0,117.4029917927937,0.07543992620188772,0.0006819271344747702,0.0006819271344747702,0.11935807384674968,0.08752338210654949,0.0008234156960628227,0.0008234156960628227,0.14055381642214096
118,21,176.0,0.25,0,28,38,52,0,8,74.0,8.0,0.023826650647289407,0.0,0.0,0.023826650647289407,0.028770285175254873,0.0,0.0,0.028770285175254873
144,2,165.0,0.25,1,28,86,30,4,40,60.0,203.69440895846236,0.09987222855580845,0.012167981676104535,0.005216180952493127,0.6658946028625162,0.12075962924961846,0.015240541521823666,0.006512467191601049,0.8290562901328384
137,3,187.0,0.5,0,41,53,43,0,25,87.0,25.0,0.05545097547656173,0.0,0.0,0.05545097547656173,0.05897123836592409,0.0,0.0,0.05897123836592409
241,94,184.0,0.25,1,52,119,70,0,26,76.0,57.3058527375708,0.04514479744236356,0.0,0.0016314053225539948,0.09621733222552811,0.05068192830304109,0.0,0.0019566874078568892,0.11193769614686801
9,0,186.0,0.0,0,0,3,6,0,1,83.0,1.0,0.05455417075798162,0.0,0.0,0.05455417075798162,0.06587325568502582,0.0,0.0,0.06587325568502582
252,8,177.0,0.75,1,65,118,69,0,38,69.0,69.3058527375708,0.05553515101287686,0.0,0.001369484823750602,0.09840804123155131,0.06156730121487257,0.0,0.0015327637553456065,0.10955177762120816
160,3,178.0,0.5,1,33,63,64,5,30,75.0,226.79154801368526,0.04566881255606702,0.017248473464533214,0.0010196141949477763,0.648463829138217,0.052915592751728135,0.02004985619377395,0.001185213174016194,0.7536125803226663
253,101,189.0,1.0,3,63,136,54,5,76,88.0,335.40325348882686,0.10674548701552285,0.0071842731440185615,0.0039412376814626105,0.46790818073344204,0.1259655796580014,0.007108631887137308,0.004821697981253773,0.5121883246651495
328,23,189.0,0.0,0,70,139,119,1,46,84.0,79.0971390552229,0.04784722678316157,0.00027976497824605957,0.0,0.0571066471709528,0.05649716916328168,0.000337811567615517,0.0,0.06767776559111527
213,67,176.0,0.25,1,41,140,32,0,10,64.0,41.3058527375708,0.009584222951192515,0.0,0.0006652947653412391,0.030411842902042074,0.011493151338051753,0.0,0.0008033323864027539,0.03664215672609769
453,251,189.0,0.25,0,86,254,113,1,36,88.0,69.0971390552229,0.029042214252289936,0.0005699689482177184,0.0,0.0479065557886109,0.03402218203965977,0.0006882280444704191,0.0,0.05680056132920136
282,122,187.0,0.25,1,53,162,67,1,52,84.0,116.4029917927937,0.06032155531010302,0.0011528977739142074,0.0010491043077190882,0.13132227821360343,0.07070011944358241,0.001555366889702022,0.0012582827578548727,0.16156992839356893
222,10,188.0,0.375,0,45,123,54,2,61,80.0,127.19427811044578,,,,,,,,
318,37,180.0,0.125,0,71,129,118,3,61,70.0,160.29141716566866,0.10368506793702245,0.0011718182899741508,0.0,0.14246890082775046,0.11698217592798034,0.0013390458786371007,0.0,0.16130076357455567
722,0,194.0,0.25,1,184,279,259,0,12,85.0,43.3058527375708,,,,,,,,
140,1,181.0,0.0,1,31,67,42,3,32,78.0,162.59726990323946,0.09665503924236654,0.007453458804928317,0.002545083494365767,0.4230192108308914,0.11043065944200588,0.008664000179048613,0.0029584390855287948,0.489800736487092
213,44,192.0,0.125,2,51,79,83,2,26,83.0,154.80598358558737,0.045314951173905424,0.0043988459284070676,0.002424579909167893,0.2668077081357781,0.0539072375617326,0.005350007450109301,0.003203609243776625,0.3312688972988701
288,21,189.0,0.25,2,90,127,71,2,30,75.0,158.80598358558737,0.033827026620149116,0.002287861475946071,0.001849634445219561,0.1674530795890057,0.033578380800438255,0.0014965031401083747,0.0017177045637910974,0.13688255944588024
276,33,170.0,0.125,0,70,119,87,0,28,63.0,28.0,0.036258739253750526,0.0,0.0,0.036258739253750526,0.041629367907002945,0.0,0.0,0.041629367907002945
300,41,181.0,0.125,1,73,124,103,0,52,82.0,83.3058527375708,0.05888923232334284,0.0,0.0005303877712581547,0.07549347378415903,0.07203686703657473,0.0,0.0006404344302710844,0.09208621299871136
228,0,189.0,0.25,0,50,89,89,0,6,92.0,6.0,0.010146270957622504,0.0,0.0,0.010146270957622504,0.012251453770713443,0.0,0.0,0.012251453770713443
337,90,185.0,0.25,0,69,147,121,1,36,76.0,69.0971390552229,0.04294547167500387,0.0008167058974457312,0.0,0.06997610032998583,0.049414667787097154,0.0009493498558040162,0.0,0.08083543197669846
